,FCLTY_NM,ITEM_NM,CTPRVN_NM,SIGNGU_NM,FCLTY_ADDR,FCLTY_DETAIL_ADDR,TEL_NO,COURSE_NM,x,y
11670,필태권도장,태권도,경북,구미시,경상북도 구미시 산동읍 해마루공원로 115,호반베르디움 상가2층 필태권도장(구미호반베르디움엘리트시티),544759879,태권도 줄넘기,128.4278857,36.14461916
11671,캘리댄스스튜디오학원,댄스(줌바 등),전북,전주시,전라북도 전주시 완산구 전주객사3길 46-21,3층(고사동),632320405,캘리 댄스 스튜디오 정규 수업 중 택 1,127.1423845,35.81947774
11672,서경태권도,태권도,충북,청주시,충청북도 청주시 흥덕구 풍년로 26,310호 태권도장(가경동),,태권도,127.4408392,36.61621292
11673,해동검도일곡도장,검도,광주,북구,광주광역시 북구 일곡마을로 9-1,2층(일곡동),624521530,해동검도,126.9000522,35.20603546
11675,한울국가대표태권도,태권도,전북,완주군,전라북도 완주군 봉동읍 둔산1로 142,상가2층 201호 한울국가대표태권도(전주렉시안아파트),,전민준,127.1222159,35.96436694
11676,하스발레무용학원,무용(발레 등),충남,금산군,충청북도 옥천군 옥천읍 중앙로10길 5,3층,417510216,취미발레 1,127.5703771,36.30221962
11677,화랑바둑학원,기타종목,광주,서구,광주광역시 서구 화개1로79번길 6,승진빌딩 3층일부(금호동),626829003,바둑,126.8545975,35.13129356
11679,염작튼튼해동검도,검도,충남,아산시,충청남도 아산시 둔포면 아산밸리중앙로 58-5,214동 1층 102호(아산테크노밸리이지더원2단지아파트),,해동검도,127.0555914,36.9232281
11680,끌림필라테스,필라테스,경기,남양주시,경기도 남양주시 오남읍 진건오남로536번길 6,302호 끌림필라테스,,4:1 기구 필라테스,127.2101771,37.6809207
11681,붐탁구백화점,탁구,전북,익산시,전라북도 익산시 고봉로30길 80,2층(어양동),638333216,슬기로운 탁구생활2  개인별 -특별지도,126.9794443,35.95527154
11682,클린샷코퍼레이션 주식회사,농구,부산,금정구,부산광역시 금정구 서금로 37-14,DEPOT134(서동),515240134,Pre-Elite (초등부),129.1050424,35.2195747
11683,아이힐링태권도장,태권도,대구,북구,대구광역시 북구 매전로 8,3층(매천동),533119066,태권도수업,128.5430301,35.90857657
11684,드래곤트릭킹짐,기타종목,경기,의정부시,경기도 의정부시 시민로 27,"지하1층(의정부동, 남해오네뜨)",,트릭킹짐 스포츠바우처 결제,127.0380286,37.73852173
11685,투혼필라테스&요가센터,필라테스,경남,함안군,경상남도 함안군 가야읍 말산로 28,아람데파트 1차 2층 205호(아람데파트1차),,재활필라테스,128.409859,35.27319933
11686,휘트니스클럽S권선점 헬스 PT 스피닝 요가 에어로빅,헬스,경기,수원시,경기도 수원시 권선구 세권로195번길 13,"b1층 1호(권선동, 권선종합상가)",312226401,시설이용+운동복,127.0253884,37.25582323
11687,메디앤컬필라테스 사상점,필라테스,부산,사상구,부산광역시 사상구 새벽로 230,2층 메디앤컬필라테스 사상점(괘법동),513173340,"개인레슨&gt;자세교정,다이어트,통증케어!체계적인 맞춤레슨",128.9845252,35.16156901
11688,함덕핏앤다이어트,기타종목,제주,제주시,제주특별자치도 제주시 조천읍 신북로 584-6,2층,,점핑,126.6716929,33.53953935
11689,점핑하이사동점,기타종목,경기,안산시,경기도 안산시 상록구 감골2로 39,4층 점핑하이사동점(사동),,점핑피트니스,126.8519984,37.29067542
11690,신풍MTA태권도,태권도,서울,영등포구,서울특별시 영등포구 신풍로 77,"제지3층 D102,103 신풍MTA태권도(신길동, 래미안에스티움)",,태권도,126.9115445,37.50041961
11692,한빛한양대태권도장,태권도,인천,미추홀구,인천광역시 미추홀구 주승로 159,2층(관교동),324245557,한빛한양대태권도장,126.688134,37.44559404
11693,머슬비치짐,헬스,서울,강동구,서울특별시 강동구 아리수로93나길 54,경서빌딩 3층(강일동),,자유헬스 월정기권,127.174853,37.57220019
11694,"여기,꽃이다",요가,경기,양주시,경기도 양주시 고읍남로191번길 87,4층(광사동),318419639,플라잉요가,127.0795351,37.79123525
11695,본주짓수회천,기타종목,경기,양주시,경기도 양주시 회천중앙로 215,브이프라자 4층 본주짓수회천(덕계동),318686321,주짓수,127.051357,37.81731043
11697,한백늘푸른태권도장,태권도,경남,창원시,경상남도 창원시 마산합포구 현동6길 22,베스트빌딩2층(현동),,태권도,128.5555405,35.14578118
11698,경희대 부부 태권도 체육관,태권도,전북,전주시,전라북도 전주시 완산구 평화14길 28-7,화진빌딩 2층(평화동1가),632293033,태권도,127.1333411,35.7931051
11700,팀루츠,기타종목,인천,남동구,인천광역시 남동구 석촌로 16,2층(간석동),324337780,주짓수 자기방어,126.709215,37.46204148
11701,남악특공무술,기타종목,전남,무안군,전라남도 무안군 삼향읍 남악2로74번길 29,대양프라자 2층 남악특공무술,619846331,남악특공무술,126.4580305,34.81305201
11702,율하 용인대청룡태권도,태권도,경남,김해시,경상남도 김해시 율하2로88번길 16-5,1층(율하동),,율하 용인대 청룡 태권도,128.8094617,35.17156249
11703,팀 유덕관,합기도,대구,수성구,대구광역시 수성구 달구벌대로467길 13,2층 팀유덕관(수성동4가),537460506,합기도주짓수,128.6180668,35.86014278
11704,매탄타이혼,복싱,경기,수원시,경기도 수원시 영통구 효원로 393,밀래니엄프라자 4층405호 매탄타이혼(매탄동),312171922,"[주1일반]무에타이,킥복싱,복싱",127.0446949,37.2591165
11705,"153 합기도, 해동검도",합기도,인천,서구,인천광역시 서구 승학로495번길 4-1,다복프라자 3층 301호 153 태권도 합기도(검암동),325670153,"153합기도,해동검도",126.6749752,37.56596598
11706,이동환 라온 태권도장,태권도,경북,경주시,경상북도 경주시 감포읍 감포로9길 13,1층 이동환 라온 태권도장,546243770,이동환 라온 태권도,129.5014286,35.80805823
11707,곰돌이발달지원센터,헬스,서울,양천구,서울특별시 양천구 은행정로 5,에벤에셀프라자  313호 일부 314호(신정동),226422144,"헬스, 탁구, 보치아,인라인,자전거",126.8595717,37.52019522
11708,해맑은 태권도,태권도,광주,북구,광주광역시 북구 천지인로173번길 10,"상가2층 해맑은 태권도(문흥동, 중흥아파트)",622631333,해맑은 태권도장,126.9188728,35.18389596
11710,송악태권스쿨,태권도,충남,당진시,충청남도 당진시 송악읍 반촌로 125,한빛빌딩 4층(한빛아파트),413574962,태권도,126.6969861,36.90454183
11711,새비지피트니스,기타종목,경기,고양시,경기도 고양시 덕양구 꽃마을로 4,퍼스트타워 5층 새비지피트니스(향동동),,주짓수 킥복싱 1개월,126.8923945,37.59890849
11712,점핑Day,기타종목,서울,동대문구,서울특별시 동대문구 사가정로 119,2층 점핑데이(전농동),222126736,점핑다이어트,127.0582716,37.57792922
11714,구리실내테니스장,테니스,경기,구리시,경기도 구리시 동구릉로129번길 49,3층(인창동),,평일 오전(2회),127.1354806,37.61182222
11715,삼척 웨이브주짓수,기타종목,강원,삼척시,강원도 삼척시 척주로 22,3층(남양동),,주짓수,129.1663381,37.44389495
11716,정무도장,합기도,서울,강동구,서울특별시 강동구 양재대로91길 77,2층(성내동),,합기도,127.1318508,37.52874291
11717,승리마루가온도장,태권도,부산,동래구,부산광역시 동래구 반송로273번길 25,(명장동),515237730,태권도교육,129.0998757,35.20492007
11718,경희대룡태권도체육관,태권도,강원,춘천시,강원도 춘천시 지석로 89,더퍼스트빌딩 4층(석사동),322632400,박민규,127.7452953,37.85108054
11719,용인대정진태권도,태권도,서울,동작구,서울특별시 동작구 성대로1길 11,2층 201호(상도동),28246963,태권도교육,126.9333118,37.50084908
11721,스타짐,헬스,서울,강서구,서울특별시 강서구 월정로30길 55,태영빌딩2층 스타짐(화곡동),226031141,헬스,126.8389869,37.53491716
11722,뮤즈엘 댄스,댄스(줌바 등),충북,보은군,충청북도 보은군 보은읍 삼산로 18,한청타워 204호 뮤즈엘댄스,,"방송댄스,재즈댄스,에어로빅,요가",127.7198547,36.48467923
11724,고트(GOAT)에프씨,축구(풋살),제주,제주시,제주특별자치도 제주시 봉개북1길 57,고트풋살장(봉개동),,축구,126.5977738,33.49350397
11725,더뉴 태권도장,태권도,경기,김포시,경기도 김포시 김포한강9로 113,"(구래동) 리치프라자2 6층 604,605호",,더뉴태권도,126.6251014,37.64682678
11727,해동검도 인화도장,검도,제주,제주시,제주특별자치도 제주시 고마로19길 2,3층 해동검도 인화도장(일도이동),,해동검도,126.5419712,33.50453015
11728,송은진 탁구장,탁구,충남,계룡시,충청남도 계룡시 엄사면 계룡대로 524,2층2호,,청소년탁구 아카데미,127.244501,36.29004984
11729,이루짐 특공무술,기타종목,전남,목포시,전라남도 목포시 부흥로 32,상가 1동 2층 2호(이루짐 특공무술)(상동),,특공무술 호신술,126.4253908,34.80114696
11730,보답아동발달센터,기타종목,서울,관악구,서울특별시 관악구 보라매로 21,7층 701호(봉천동),,"운동재활 40,000원 이용권",126.9267711,37.49137311
11732,UK EnC축구클럽 안양센터,축구(풋살),경기,안양시,경기도 안양시 동안구 관평로319번길 29,지층 UK EnC축구클럽(관양동),,축구 개인 레슨 1회차,126.9559363,37.40513217
11733,만성 퍼스트짐,기타종목,전북,전주시,전북특별자치도 전주시 덕진구 만성중앙로 45,센터프라자602호(만성동),,주짓수 킥복싱,127.0768329,35.84307884
11735,한국체대 체인지 태권도,태권도,경남,양산시,경상남도 양산시 평산북로 54-1,상가동 2층 204호(평산동 코아루아파트),553847789,"태권도, 줄넘기, 학교체육, 놀이체육",129.1495142,35.38960717
11736,영웅K타이거즈태권도,태권도,경기,양주시,경기도 양주시 옥정동로 274,메디컬프라자 4층 영웅K타이거즈태권도(옥정동),,태권도수업,127.0990464,37.83144248
11737,알파복싱,복싱,경기,안양시,경기도 안양시 만안구 안양로 457,"2층, 알파복싱(석수동)",,복싱 실습,126.9111312,37.41064402
11739,GDR아카데미 대전만년점,골프,대전,서구,대전광역시 서구 만년로68번길 38,4층(만년동),427163333,프로모션 적용 바우처,127.3805676,36.36536561
11740,합기도 아이키도 성심도장,합기도,서울,강북구,서울특별시 강북구 도봉로45길 7,(미아동),29460445,합기도,127.0263447,37.6242387
11742,송암박사태권도장,태권도,전남,영암군,전라남도 영암군 삼호읍 세가래로 46-8,1층 송암박사태권도장,614626615,송암박사태권도장,126.4706392,34.74752281
11743,창조태권도장,태권도,경기,안산시,경기도 안산시 단원구 광덕3로 97,2층 창조태권도(고잔동),314144580,태권도,126.8235671,37.31302682
11745,서울석사태권도장,태권도,경기,용인시,경기도 용인시 수지구 수지로 74,3층 302호 서울석사태권도장(상현동),312667676,태권도 주 3일,127.0765303,37.30935808
11747,현진무용학원,무용(발레 등),경기,부천시,경기도 부천시 소사구 부광로 9,대원빌딩 6층(괴안동),323475985,유아발레,126.8130464,37.48391954
11748,경북탁구교실,탁구,경북,안동시,경상북도 안동시 경북대로 411-1,3층 경북탁구교실(옥동),548586664,탁구갓성비(구장비+레슨비),128.6994133,36.56546135
11749,강릉제일탁구장,탁구,강원,강릉시,강원도 강릉시 범일로579번길 29-14,"2층,강릉제일탁구장(내곡동)",336485115,탁구레슨,128.8796495,37.73728797
11750,더머슬짐,헬스,대구,달서구,대구광역시 달서구 송현로 34,4층 더머슬짐(송현동),536558836,헬스1개월,128.5483177,35.82218977
11751,점핑하이 수성점,기타종목,대구,수성구,대구광역시 수성구 수성로 306,2층(수성동2가),,점핑,128.6136973,35.85294214
11752,현대헬스사우나,헬스,경북,안동시,경상북도 안동시 치이골길 6,3층(신안동),548578885,헬스(+오리엔테이션),128.7343625,36.57561265
11753,바른발달센터,기타종목,대구,중구,대구광역시 중구 남산로13길 17,"116동 202호(남산동, 보성황실아파트)",22542604,심리운동,128.5804923,35.86092296
11754,합기도 하랑 키즈짐 분평점,합기도,충북,청주시,충청북도 청주시 서원구 월평로 87,2층 하랑합기도(분평동),432965336,합기도 하랑 키즈짐 분평,127.4945893,36.61179295
11755,형제다이어트복싱클럽,복싱,경남,창원시,경상남도 창원시 마산합포구 합포로 241,4층 형제다이어트복싱클럽(산호동),552920115,복싱,128.5867533,35.21875582
11756,대한합기도 숭무관 연수1관,합기도,인천,연수구,인천광역시 연수구 새말로 146,2층 201호 대한합기도 숭무관 연수1관,328180650,대한합기도 숭무관 연수1관,126.6847013,37.41658889
11757,용인대본오태권도장,태권도,경기,안산시,경기도 안산시 상록구 각골서로 44,1층 용인대본오태권도장(본오동),315025754,2024년 태권도 강좌,126.8697537,37.29418555
11758,통영검도관,검도,경남,통영시,경상남도 통영시 광도면 남해안대로 965,2층 통영검도관,556415005,검도교실,128.4122045,34.87956389
11759,프라이빗제이필라테스,필라테스,대구,달성군,대구광역시 달성군 다사읍 세천로6길 1,제이필라테스,,"개인레슨1회,그룹레슨1회",128.4708106,35.87280924
11760,강일 s짐 킥복싱클럽,복싱,서울,강동구,서울특별시 강동구 상일로 132,2층(강일동),24816474,다이어트복싱,127.1713907,37.55876738
11762,24시달려라휘트니스상무지구점헬스 PT,헬스,광주,서구,광주광역시 서구 상무시민로 96,5층 달려라휘트니스 상무지구점(치평동),,헬스 1개월,126.8494751,35.15498842
11763,창원경희스포츠아카데미,축구(풋살),경남,창원시,경상남도 창원시 의창구 북면 천주로 472,2동,,유치부체육,128.60392,35.29896209
11764,나는필라테스 장곡역점,필라테스,경기,시흥시,경기도 시흥시 황고개로 528,비젼타워 8층 나는필라테스(장곡동),314928136,필라테스,126.789235,37.3779246
11765,룩스필라테스K,필라테스,서울,금천구,서울특별시 금천구 시흥대로 228,3층 302호 룩스필라테스 시흥사거리점(시흥동),28061313,1:8그룹레슨(8회/1개월),126.9012164,37.45422542
11767,용인대수합기도,합기도,대전,서구,대전광역시 서구 문정로 118-1,3층 용인대수합기도(탄방동),424717774,합기도수련,127.3924373,36.34644474
11768,예그리나무용학원,댄스(줌바 등),전북,김제시,전라북도 김제시 금성로 126,3층 예그리나무용학원(검산동),635459025,방송댄스2반,126.9036868,35.80056021
11769,주식회사 올바로필라테스,필라테스,서울,송파구,서울특별시 송파구 백제고분로 198,501호(삼전동),24229964,기구필라테스 그룹레슨,127.0885616,37.50393768
11770,바른스포츠월드,기타종목,충북,청주시,충청북도 청주시 흥덕구 남석로 535-83,바른스포츠월드(석곡동),437157531,성장체육/유아체육,127.4230826,36.59914456
11771,용인대블랙벨트동그라미태권도장,태권도,강원,홍천군,강원도 홍천군 남면 양덕원로 105,블랙벨트태권도,334327711,태권도,127.767935,37.61884918
11772,케이(k)타이거즈 지금관,태권도,경기,남양주시,경기도 남양주시 다산지금로 132,"504,505호(다산동)",319941114,태권도 교육,127.1735477,37.60123928
11773,석사제일태권도,태권도,전남,순천시,전라남도 순천시 석현북길 14,14(석현동),617529109,태권도,127.4761584,34.97357157
11774,타이거킥스,태권도,서울,동작구,서울특별시 동작구 사당로23나길 32,2층 타이거킥스태권도(사당동),260153956,타이거킥스 주5회,126.9756448,37.48775818
11775,천호탁구교실,탁구,경남,양산시,경상남도 양산시 물금읍 목화로 84,"303호,304호",,탁구,129.0040143,35.3335998
11776,벌크짐,헬스,전남,나주시,전라남도 나주시 상야1길 21,킹덤프라자 제 A 동 5층(빛가람동),613370001,헬스1개월,126.7878799,35.02258819
11777,메디앤컬필라테스 용호데시앙점,필라테스,부산,남구,부산광역시 남구 용호로 213,3층 메디앤컬필라테스 용호데시앙점(용호동),519243340,"개인레슨&gt;자세.체형교정,다이어트,통증케어! 체계적인 맞춤레슨",129.1111733,35.11323624
11778,팀키스짐,헬스,강원,원주시,강원특별자치도 원주시 능라동길 26,메인스퀘어 4층 팀키스짐(무실동),337352303,헬스+락카,127.9282268,37.33291444
11779,성공태권도장,태권도,경남,통영시,경상남도 통영시 미수로 100,2층 성공태권도장(미수동),,태권도 교육,128.4009411,34.82437247
11780,하나린 태권도,태권도,대구,서구,대구광역시 서구 죽전길 134,1층 하나린 태권도,535666676,하나린태권도,128.5406085,35.8577135
11781,점프윙스 줄넘기클럽 옥길,줄넘기,경기,부천시,경기도 부천시 옥길로 116,A동 512호(옥길동),,줄넘기,126.8226703,37.46700677
11783,수정동헬스장,종합체육시설,부산,동구,부산광역시 동구 진성로 19,4층 수정동헬스장(수정동),514678881,헬스,129.0473006,35.13021853
11784,PAR골프아카데미,골프,인천,부평구,인천광역시 부평구 마장로272번길 54,B2 PAR골프아카데미(산곡동),325251555,골프레슨,126.7061769,37.50212332
11785,강동문화체육센터,배드민턴,대구,동구,대구광역시 동구 동촌역사로3길 33,강동문화체육센터 1F(입석동),539837330,배드민턴 월수 저녁반,128.6502988,35.88997959
11786,천명유도관(화명점),유도,부산,북구,부산광역시 북구 화명대로 32,303호(화명동),,유도,129.0114916,35.23457329
11787,미사점프윙스줄넘기,기타종목,경기,하남시,경기도 하남시 미사강변대로226번길 26,3층 301호 미사점프윙스줄넘기(망월동),,줄넘기,127.1851806,37.56980303
11789,굿드림태권도장,태권도,경남,사천시,경상남도 사천시 사남면 진삼로 1277,2층,,태권도 및 줄넘기 수업,128.0786163,35.06675073
11790,태림태권도장,태권도,경북,경산시,경상북도 경산시 경산로7길 14-3,3층(옥곡동),538145897,태권도,128.7311446,35.81270177
11792,가온스포츠,배드민턴,전남,목포시,전라남도 목포시 영산로 714,가온스포츠(목포배드민턴센터)(석현동),612859877,배드민턴레슨(주말오후반),126.4206161,34.82913661
11793,구슬당구장,기타종목,전북,익산시,전라북도 익산시 무왕로22길 35,지하(부송동),,"당구교실(4구, 포켓볼, 3구)",126.9874656,35.95614288
11794,체인지점핑센터,기타종목,전남,순천시,전라남도 순천시 장자보1길 36-25,2층 체인지점핑센터(백두산갈비)(연향동),617228387,점핑,127.5166232,34.94458933
11795,원당점핑짐태권도장,태권도,경기,고양시,경기도 고양시 덕양구 세솔로 25,"2214-1503(동산동, 동산마을 22단지 호반베르디움)",319675537,추가결제반,126.8888184,37.64631168
11796,씨더블유(CW)축구풋살클럽,축구(풋살),강원,철원군,강원도 철원군 동송읍 이평1로45번길 34,1층,,초등부 1부(1학년 ~ 3학년),127.2138916,38.20322386
11797,김진영글로벌태권도,태권도,경기,화성시,경기도 화성시 향남읍 행정중앙1로 4,2층,,태권도수업,126.9153339,37.12597439
11798,유캔댄스학원,댄스(줌바 등),경북,구미시,경상북도 구미시 문화로 50,3층 유캔댄스학원(원평동),544724467,케이팝방송댄스,128.336486,36.12770045
11800,해동검도 호검관,검도,경기,안산시,경기도 안산시 단원구 광덕1로 64,506호(초지동),314031190,해동검도,126.8166687,37.30813778
11801,유엘피티,헬스,경기,화성시,경기도 화성시 영통로50번길 48,401호(반월동),,헬스 1개월 + 개인레슨 1회,127.0659924,37.23436368
11803,에이스포츠스토리,배드민턴,충남,아산시,충청남도 아산시 신창면 환경공원로 229-5,에이스포츠스토리,415480020,배드민턴 교실(평일반),126.9689974,36.80234749
11804,송정주짓수,기타종목,울산,북구,울산광역시 북구 화산로 123,8층 804호,,주짓수,129.3650652,35.60290779
11805,몬스터바벨필라테스회현점,필라테스,경남,창원시,경상남도 창원시 진해구 충무로58번길 7,몬스터바벨 필라테스 회현점(회현동),,4:1 그룹 레슨 4회,128.6567964,35.15062414
11806,한스필라테스,필라테스,부산,해운대구,부산광역시 해운대구 해운대로 663,"상가A동 207호 208호(우동, 해운대비스타동원)",,4:1필라테스(고학년및 중고등),129.1621696,35.16592029
11807,더아트복싱클럽 만촌앤효목점,복싱,대구,동구,대구광역시 동구 화랑로 77,3층 더아트복싱클럽,,평일 주 3~5회반,128.6353356,35.87233615
11810,국가대표 연세대 무송태권도장,태권도,전남,목포시,전라남도 목포시 이로로9번길 16,(용해동) 3층,,태권도,126.4062941,34.80361761
11811,경도복싱,복싱,경기,구리시,경기도 구리시 산마루로 14,W타워 4층 401호 경도복싱(갈매동),315291999,복싱,127.1157989,37.63143784
11813,팀일레븐축구클럽,축구(풋살),충남,아산시,충청남도 아산시 탕정면 한들물빛도시로 88,502호 팀일레븐,,팀일레븐축구클럽,127.0837731,36.78703319
11814,필라데이 Piladay,필라테스,경남,함양군,경상남도 함양군 함양읍 상림1길 20,2층,,5:1 대기구필라테스 주3회권,127.7223418,35.52276169
11815,말라요가,요가,경북,구미시,경상북도 구미시 고아읍 들성로 243,제일상가2층(202호),,오전반(주2회),128.3470058,36.16109835
11816,혜령줌바스튜디오,댄스(줌바 등),대구,북구,대구광역시 북구 칠곡중앙대로 250-1,2층 혜령줌바스튜디오(태전동),,줌바피트니스,128.5480196,35.91838679
11817,오브댄스학원,댄스(줌바 등),서울,중랑구,서울특별시 중랑구 신내로10길 29,2층 일부 오브댄스학원(신내동),7089555599,월수 KPOP  취미반,127.0972138,37.60451914
11819,유림태권도,태권도,부산,연제구,부산광역시 연제구 해맞이로 23,"116동 401호 유림태권도(거제동, 거제유림아시아드)",,4부,129.067056,35.17669363
11820,비뉴 필라테스 일산점,필라테스,강원,원주시,강원특별자치도 원주시 일산로 29,6층 비뉴 필라테스 일산점,7075762906,필라테스 레슨,127.9477852,37.34851367
11822,제이원축구클럽,축구(풋살),경기,광주시,경기도 광주시 순암로 49-30,제이원축구클럽(장지동),7088784546,축구교실,127.2421498,37.39206749
11823,올(ALL)바른자세운동,기타종목,제주,서귀포시,제주특별자치도 서귀포시 대정읍 최남단해안로 26,302호,,SNPE 바른자세척추운동,126.2519618,33.21825336
11824,포항유소년축구클럽,축구(풋살),경북,포항시,경상북도 포항시 북구 법원로 53,포항유소년축구클럽(장성동),,축구수업,129.3850462,36.07980448
11825,강성GYM,복싱,충남,천안시,충청남도 천안시 동남구 통정10로 43-20,4층(신방동),,킥복싱 무에타이,127.132854,36.77310719
11826,고잔 품태권도,태권도,경기,안산시,경기도 안산시 단원구 광덕대로 130,폴리타운 B동 품태권도(고잔동),,태권도,126.8306504,37.30811707
11827,제이비복싱짐,복싱,경기,수원시,경기도 수원시 장안구 창룡대로 197,5층 (연무동),312436952,정통복싱 / 퍼포먼스복싱(뮤직복싱),127.031781,37.29270623
11828,용인대예당태권도장,태권도,경기,남양주시,경기도 남양주시 진접읍 해밀예당1로 270,204.205.206 신안인스빌 단지상가,315738200,태권도수업,127.2065527,37.72331133
11829,성균관대 선진태권도,태권도,충북,청주시,충청북도 청주시 서원구 성봉로169번길 47-2,2층 성균관대선진태권도(개신동),,즐거운 태권도 (기초체력강화),127.4486726,36.61919131
11830,퐁당퐁당어린이전용수영장,수영,전남,순천시,전라남도 순천시 구암1길 8,퐁당퐁당 어린이 전용 수영장(연향동),617431313,수영강습,127.5137831,34.94750354
11831,3포인트짐,필라테스,경기,남양주시,경기도 남양주시 호평로45번길 38,종성빌딩 2층 3포인트짐(호평동),315639688,필라테스,127.2467319,37.65889783
11832,푸르샤 요가원,요가,경기,용인시,경기도 용인시 기흥구 한보라1로10번길 6-3,3층1호(보라동),3180057751,푸르샤요가원,127.1089962,37.25388341
11833,신암주짓수,기타종목,대구,동구,대구광역시 동구 신암로 74,3층 킹덤신암주짓수(신암동),,주짓수,128.6087392,35.87799433
11834,연 필라테스,필라테스,경기,양평군,경기도 양평군 양평읍 양근강변길 112,리버비안 3층 연 필라테스,317717709,키즈필라테스,127.4862455,37.4928348
11835,카라스 폴앤벨리댄스,댄스(줌바 등),부산,연제구,부산광역시 연제구 월드컵대로 122,그린빌딩 B1(연산동),518664262,키즈폴댄스 목,129.0825004,35.18514233
11836,에잇야드 축구교실,축구(풋살),대구,수성구,대구광역시 수성구 명덕로 406,지하층(수성동2가),240708542,초등 축구,128.6144693,35.85419436
11837,사회복지법인에스알씨 스포츠센터,수영,서울,관악구,서울특별시 관악구 보라매로 44,2층  스포츠센터(봉천동),28718232,어린이 수영교실,126.9273716,37.49316847
11838,슈퍼키즈태권도장,태권도,경기,화성시,경기도 화성시 지산2길 34-8,덕회P타워 303호(영천동),313777571,태권도 이론 및 실기,127.1157931,37.20508563
11840,대구윔블던실내테니스장,테니스,대구,달성군,대구광역시 달성군 화원읍 성천로42길 33-16,대구윔블던실내테니스장,,테니스,128.5050444,35.81170388
11841,해동검도(합기도)해남도장,검도,전남,해남군,전라남도 해남군 해남읍 구교2길 36,새시대@상가2층(새시대맨션),615361320,해동검도.합기도,126.5944996,34.57797314
11842,옥동정심종합무술,기타종목,경북,안동시,경상북도 안동시 송하2길 15,1층(송현동),548582848,옥동정심종합무술,128.6955182,36.57176359
11843,리스펙트 축구교실,축구(풋살),경북,구미시,경상북도 구미시 인동36길 7,"(구평동) 4층, 리스펙트 축구교실",544762008,특강반,128.4327355,36.09373665
11844,필라걸,필라테스,충남,천안시,충청남도 천안시 동남구 충절로 12,4층 필라걸(신부동),,기구필라테스,127.1579463,36.81805672
11846,부곡김사부유도관,유도,부산,금정구,부산광역시 금정구 부곡로 169,부곡김사부유도관(부곡동),515826565,유도,129.0918904,35.23106648
11847,아이나무태권도,태권도,부산,사상구,부산광역시 사상구 엄궁남로 46,1층 아이나무태권도(엄궁동),,태권도수업,128.9724409,35.12412178
11848,청무태권도장,태권도,경남,사천시,경상남도 사천시 임내길 14,청무태권도장(죽림동),558343938,태권도,128.0639032,34.96943054
11849,5관금강태권도,태권도,울산,북구,울산광역시 북구 중산서로 18,3층 5관금강태권도(중산동),522937250,1부 수련,129.3490129,35.65309528
11850,강남K복싱,복싱,경북,안동시,경상북도 안동시 강남1길 107,2층(정하동),,기초 체력 및 기본 복싱,128.7332807,36.54910879
11851,자연치유요가 본원,요가,서울,서초구,서울특별시 서초구 서초대로78길 44,"나산스위트빌 404호(서초동, 서초나산스위트)",25378877,자연치유요가,127.0284524,37.49380708
11852,화성합기도,합기도,부산,동래구,부산광역시 동래구 미남로 88-3,"화성합기도,지하,1층(온천동)",515057271,합기도,129.0697559,35.20200991
11853,육체개조사관학교,헬스,광주,동구,광주광역시 동구 화산로 261,3층 육체개조사관학교(용산동),7075764943,헬스육체개조사관학교,126.9242246,35.11773369
11854,꽃이필라&꽃이피지오스튜디오,기타종목,경기,양주시,경기도 양주시 옥정동로7다길 46,폴리프라자4차 6층 608~610호(옥정동),319284987,프리패스권(6회) 1개월,127.0928169,37.81949178
11855,단국대 경운태권도장,태권도,경남,김해시,경상남도 김해시 우암로85번길 4-1,1층(내동),,태권도(10월),128.8617515,35.23852536
11856,명문체육관 인화도장,합기도,제주,제주시,제주특별자치도 제주시 동광로 115,2층명문체육관(일도이동),649009005,제주 인화 명문합기도,126.5391936,33.50675823
11861,용인대 엘리트 태권도장,태권도,전남,여수시,전라남도 여수시 화산2길 32,1층 엘리트태권도장(화장동),,용인대엘리트태권도장,127.6457516,34.77294897
11862,강동제일검도관,검도,울산,북구,울산광역시 북구 강동산하4로 38,201호(산하동),522924200,해동검도,129.4362739,35.63144873
11863,원포인트,헬스,강원,원주시,강원도 원주시 원문로 143,"4층,6층(단계동)",337451105,헬스,127.9327476,37.35529761
11864,365건강드림운동센터,요가,경남,진주시,경상남도 진주시 진성면 동부로 1316,2층,,요가,128.2245455,35.18361506
11865,PT국대들,헬스,인천,남동구,인천광역시 남동구 구월남로 161,3층 PT국대들(구월동),324221114,체형교정 트레이닝,126.7073663,37.45329415
11869,월드복싱체육관,복싱,경기,안산시,경기도 안산시 상록구 석호로 93,3층 복싱체육관(사동),314103266,복싱,126.847446,37.30299311
11870,태권소리,태권도,경북,영주시,경상북도 영주시 대학로188번길 28,청담빌딩 3층 301호(가흥동),546334477,태권도,128.6097129,36.81285103
11871,용인대더레전드태권도장,태권도,인천,미추홀구,인천광역시 미추홀구 학익소로61번길 135,"상가 3층 303호 용인대더레전드태권도장(학익동, 신동아아파트5차)",328740676,태권도,126.6774259,37.4429866
11873,신나는줄넘기클럽제이앤제이(점프태권줄),기타종목,경기,수원시,경기도 수원시 장안구 조원로 82,2층(조원동),,줄넘기,127.0164569,37.30053837
11875,유진어린이수영장,수영,경기,고양시,경기도 고양시 덕양구 고양대로1670번길 88,유진문화센터(원흥동),,초등부 5시,126.8661012,37.6456474
