,BASE_YEAR,ALSFC_CTPRVN_NM,ALSFC_SIGNGU_NM,SCHUL_TY_NM,SCHUL_NM,OPN_PD,ARBY_COT_CO_VALUE,ALSFC_ADDR,OPER_ITEM_CN,OPER_TIME_CN,SHWERRM_CO,TOILET_CO,LOCKERRM_CO,x,y
1121,2023,충청북도,팔송로,초등학교,제천봉양초등학교,20230301~20231231,800㎥ /3개 코트,봉양읍 팔송로 59,"농구,탁구",월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:09:00~12:00,2,2,0,128.1121142,37.13596778
1126,2023,세종특별자치시,세종특별자치시,중학교,반곡중학교,20230401~20231231,0㎥ /0개 코트,세종특별자치시 시청대로 480,기타종목,월요일:18:00~19:30 화요일:18:00~19:30  수요일:18:00~19:30  목요일:18:00~19:30  금요일:18:00~19:30  토요일:09:00~11:00  일요일:09:00~11:00,0,0,0,127.3117307,36.50062184
1128,2023,서울특별시,강남구,초등학교,테스트1,20230307~20230413,123㎥ /1개 코트,서울특별시 강남구 개포로 513(개포동),"댄스스포츠,육상",,0,0,0,127.0691709,37.49024785
1138,2024,충청북도,보은읍,고등학교,충북생명산업고등학교,20240301~20241231,800㎥ /4개 코트,보은군 보은읍 자영고길10,배드민턴,월요일:18:00~22:00 화요일:18:00~22:00  수요일:18:00~21:00  목요일:18:00~22:00  금요일:18:00~21:00,0,2,2,127.7154662,36.49099549
1139,2024,전라남도,16,초등학교,나주초등학교,20240301~20241231,928㎥ /4개 코트,남외1갈 16,"뉴스포츠**,배드민턴",월요일:19:00~22:30 화요일:19:00~22:30  수요일:19:00~22:30  목요일:19:00~22:30  금요일:19:00~22:30  토요일:19:00~22:30,2,2,2,129.3407109,35.57603614
1143,2024,전라남도,32,중학교,영산포여자중학교,20240301~20241231,900㎥ /4개 코트,이창1길 32,"뉴스포츠**,배드민턴",월요일:19:00~22:30 화요일:19:00~22:30  수요일:19:00~22:30  목요일:19:00~22:30  금요일:19:00~22:30  토요일:19:00~22:30,2,2,2,126.7114427,34.99738934
1144,2024,충청남도,소원면,초등학교,모항초등학교,20240517~20241231,503.1㎥ /3개 코트,태안군 소원면 모항파도로 116,배드민턴,화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00   일요일:19:00~22:00,0,2,1,126.139994,36.77316445
1146,2024,전라남도,24,초등학교,중앙초등학교,20240301~20241231,875㎥ /4개 코트,대호길 24,"뉴스포츠**,배드민턴",월요일:19:00~22:30 화요일:19:00~22:30  수요일:19:00~22:30  목요일:19:00~22:30  금요일:19:00~22:30  토요일:19:00~22:30,2,2,2,126.7187473,35.03907903
1158,2024,대전광역시,서구,초등학교,기성초등학교,20240301~20241231,753.8㎥ /3개 코트,대전광역시 서구 기성초교길 42,"배구,배드민턴",월요일:15:00~22:00 화요일:15:00~22:00  수요일:15:00~22:00  목요일:15:00~22:00  금요일:15:00~22:00   일요일:18:00~22:00,0,1,0,127.337625,36.24877151
1162,2024,충청남도,,초등학교,서산석림초등학교,20240301~20241231,660㎥ /4개 코트,동서1로41-6,"배구,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:19:00~22:00  일요일:19:00~22:00,2,2,2,126.4653595,36.76987632
1165,2024,충청남도,,중학교,서령중학교,20240301~20241231,580㎥ /4개 코트,동문동,"배구,배드민턴",,0,2,0,126.4591361,36.78980423
1173,2024,전라북도,김제시,중학교,봉남중학교,20240301~20241231,720㎥ /2개 코트,전북특별자치도 김제시 봉남면 남주1길 26,"배구,배드민턴",월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00,2,2,2,126.9619211,35.75316411
1177,2024,경상남도,둔덕면,중학교,거제둔덕중학교,20240301~20241231,396㎥ /2개 코트,거제시 둔덕면 하둔3길 7-3,풋살,월요일:09:00~18:00 화요일:09:00~18:00  수요일:09:00~18:00  목요일:09:00~18:00  금요일:09:00~18:00  토요일:08:00~14:00  일요일:08:00~14:00,1,1,1,128.5058059,34.83967678
1191,2024,경상북도,,고등학교,제일고,20240301~20241231,1054㎥ /1개 코트,신재로36,풋살,월요일:18:00~22:00 화요일:18:00~22:00  수요일:18:00~22:00  목요일:18:00~22:00  금요일:18:00~22:00  토요일:09:00~13:00,2,2,1,127.5893025,34.97441744
1195,2024,전라북도,아산면,초등학교,대아초등학교,20240301~20250228,3956㎥ /1개 코트,고창군 아산면 녹두로 776,"골프,배드민턴,체조",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:13:00~17:00,0,1,0,126.6335087,35.43949993
1196,2024,전라북도,흥덕면,초등학교,흥덕초등학교,20240301~20250228,380㎥ /1개 코트,고창군 흥덕면 흥덕초등길 13,"배구,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:13:00~17:00,0,1,0,126.7015064,35.51965428
